,publisedAt,username,commentDisplay
253,2025-11-12T01:35:28Z,@sayidali8969,"Lihat tuh gara2 bule pas kebali tukar uang uang nya jd bnyak.. dia merasa paling kaya 😂😂<br>Makanya bule disana merasa pada sok jago paling kaya, susah diatur 🤣🤣<br>Pdhal mereka dinegaranyaisana orang biasa2 aja"
254,2025-11-12T01:35:20Z,@mukhamadwahyudi,Waktunya belum tepat karena ekonomi belum stabil dan korupsi merajalela di pemerintahan bisa gatot hyperinflasi kayak venezuela entar
255,2025-11-12T01:35:07Z,@hani747,"Harga barang yang sekarang masih Rp. 100 atau Rp. 500 besuk jadi berapa  ya. Berarti ada uang pecahan.  ½Rp, ¼Rp dll."
256,2025-11-12T01:35:05Z,@IgustyDede,Karena orang muda lebih banyak daripada orang tua ya mungkin indonesia bisa sih kaya nya ya .
257,2025-11-12T01:33:42Z,@umechan_08,"<a href=""https://www.youtube.com/watch?v=II3bBGHCL_g&amp;t=194"">3:14</a> Asli sih..<br>Dulu pas SMA pas belajar akutansi suka blunder karena kebanyakan 0😅"
258,2025-11-12T01:32:25Z,@JoniSeputro,"Harus sosialisasi lewat semua aspek,perbedaan redenominasi &amp; sanering.semoga sukses.Aamiin"
259,2025-11-12T01:32:20Z,@NickChandra-i8h,"Lebih bagus pakai nama Rupiah baru agar tidak membingkungkan sampai rupiah lama benar benar hilang dari peredaran, baru ditulis hanya rupiah atau pakai nama lain indonesian dollar misalnya"
260,2025-11-12T01:31:21Z,@alberperezki,"Cara mudahnya ya dengan cetak uang baru, tapi nol nya yang akan diredenominasi dibuat lebih kecil. perlahan itu akan jadi alat sosialisasi sebelum uangnya benar2 dihilangkan nolnya... agar mempermudah masyarakat dimasa transisi perlu penyesuaian dulu...."
261,2025-11-12T01:34:29Z,@alberperezki,"atau dengan menggunakan huruf &quot;K&quot; di belakang angkanya, 100K  10K 1K"
262,2025-11-12T01:35:16Z,@alberperezki,atau 100R 10R 1R
263,2025-11-12T01:30:07Z,@windywahyunie102,"Masih sulit apalagi generasi lama tidak paham tekno dan akses ke sana. Pendidikan minim, tidak punya gadget atau kurang mampu di segala lapisan. Cashless takeover ke redominasi buat panik. Apalagi mmg tak ada jaminan perubahan ketetapan. Belum lagi system penerapan acak kadul. System baru aja birokrasi begitu masalah terbengkalai . Pengusaha dan umkm terkendala ijin buat melanjutkn. Krn yg buat sistem tidak pro ada kerusakan lempar. Maunya onlen mirip cortax yg bermasalah."
264,2025-11-12T01:35:51Z,@windywahyunie102,"Masih banyak lapisan akar rumput yg mengandalkan fiat money😅 rata rata orang di pedesaan petani dan nelayan. Klo kerja di sektor jasa ojol sudah biasa system pengelolaan cashless. Jika org yg sederhana dituntut langsung mengerti dan perubahan angka 0 mata uang sekalian paham cashless by system e-walet, QR code bukannya harus turun langsung buat mengajari dan bimbingan asal tak jadi scam aja oleh oknum. Yg memanfaatkn"
265,2025-11-12T01:29:02Z,@michaelangelo5149,kalau itu masalahnya harus disosialisasikan secara masif baik dari medsos tv ataupun media cetak
266,2025-11-12T01:25:15Z,@jokogundul1720,tahun 60 an sanering. banyak orang kota yang langsung borong padi sapi kambing emas di desa. orang desa yang telat informasi awalnya senang barang2 hasil buminya diborong orang kota. beberapa hari kemudian setelah tahu berita yang sebenarnya langsung pada gigit jari. kasian. 😬
267,2025-11-12T01:22:59Z,@B3B0D0R.,S7.. <br>Kalau pernah gagal coba lagi..
268,2025-11-12T01:22:15Z,@daengbona8951,Sdh tepat in momennya...
269,2025-11-12T01:20:45Z,@starlight7749,SCREENSHOT SALDOMU SEKARANG. NANTI KAMU BAKAL MERASA JADI ORANG KAYA.
270,2025-11-12T01:20:41Z,@safuratanjung444,Dari sisi pencatatan akuntingnya aku setuju redenominasasi . Karena gak ribet ngitung angkanya .
271,2025-11-12T01:20:08Z,@aanfauzi1413,Thanksssssss<br>Konten berilmu yg sangat sangat berguna <br>👍👍👍
272,2025-11-12T01:20:01Z,@rickychriswady7868,Buruan...1 dolar = 16 rupiah
273,2025-11-12T01:19:46Z,@muhsinokee3902,Waktu satu tahun cukuplah buat sosialisasi...
274,2025-11-12T01:19:20Z,@muhamaddafa-t9d,Ini bukti indonesia butuh pendidikan lagi 😢
275,2025-11-12T01:19:19Z,@rumahidol9598,"Optimis ,Indonesia jauh lebih baik sekarang"
276,2025-11-12T01:19:14Z,@hendrays,Terima kasih atas penjelasannya Bang
277,2025-11-12T01:18:56Z,@ahmadnurkahfi9500,Para koruptor ketakutan ketahuan diwaktu Penukaran uang jika lo jdi redominasi....
278,2025-11-12T01:18:26Z,@sukasukague5235,bagaimana nanti koruptor menukarkan uangnya😅
279,2025-11-12T01:17:38Z,@Baddruttamam1984tamam,Jauh sekali dari kajian mas bennix
280,2025-11-12T01:16:43Z,@mujalimobile5484,"mungkin nanti diaplikasi mobile banking kita, pas login muncul notif, apakah akan berpindah ke redominasi? Y/N"
281,2025-11-12T01:15:54Z,@rizalfirdaus3450,"ini yang usul redominasi sebenernya dari BI, bukan dari Purbaya..<br>tapi info yang beredar seolah2 masyarakat taunya usul purbaya.<br><br>ini gua dapet info A1 dari si Yudo anaknya Purbaya."
282,2025-11-12T01:20:15Z,@netizoneid,Emang dari bank dah lama berita ini redo<br>Cuma bank nya lihat lihat dulu yg pegang kekuasaan (pemerintah)
283,2025-11-12T01:14:52Z,@retnodumilah3908,"para developer app fintech, erp, akuntansi siap2 lembur yak? 🤣🤣"
284,2025-11-12T01:14:45Z,@idabagusketutperbawa7206,Super mantap...👍👍👍👍
285,2025-11-12T01:13:56Z,@MohFurqan-r2c7n,"Elllleh gak usah nakutin cuma buang nolnya kok ribet iya satu rupiah samalah dengan seribu, cuma koruptor yg takut"
286,2025-11-12T01:13:10Z,@MrHerylink,"Tahun 1965 itu bukan redenominasi, tapi SANERING. Beda banget, Bro..."
287,2025-11-12T01:13:04Z,@netizoneid,Orang orang pasar/jualan gitu semua paham udah motong sendiri 0 nya 4juta dibilang 4rb Salah gw sendiri yg bingung jarang transaksi diluar jadi masyarakat udah paham sendiri jirr diwarung klontong JG udah motong angka 0 sendiri <br>5000 dibilang 500<br>Gw : hah 500 perak ? Murah amat ternyata 5rb <br>Owalah<br><br>Dengan ini keknya bakal terbianya tuh orang yg sering Jual/beli
288,2025-11-12T01:10:55Z,@ramaalfinbaehaqi7872,hati hati jadi konsumtif nanti
289,2025-11-12T01:06:31Z,@ibrahimkasta,Uang di bawah 1000 rupiah gimana? Kalau 1000 rupiah jadi 1 rupiah lantas 100 500 rupiah gimana?
290,2025-11-12T01:36:02Z,@jokogundul1720,jadi uang sen kayak malaysia.<br>100 jadi 10 sen<br>200 jadi 20 sen<br>gopek jadi 50 sen / setengah rupiah
291,2025-11-12T01:06:19Z,@ibnuhusaintraveler9678,Pernah di Bully org philiphin katanya mata uang mu murahan gak ada wibawa sm skli 😭
292,2025-11-12T01:03:22Z,@MeiListiyani96,Sebenarnya kalo aku memang pesimis sih prosesnya apa lagi hasilnya..
293,2025-11-12T01:03:14Z,@belajarnulis7487,Resikonya harus ditampilkan pas  jaman orba yg serba top down gagal apalagi sekarang yg lebih bebas.
294,2025-11-12T01:02:29Z,@tiknodananto7821,"Kuncinya ada di sosialisasi,,<br>Kedua masa transisi uang dicetak dg gambar desain jngan diubah cuma nolnya aj yg di hapus,,biar masyarakat GK kaget,,itu dilapisan bawah ,,klo kelas menengah keatas udah pinter2, sih"
295,2025-11-12T01:01:23Z,@youngalfa8684,"Jika terjadi REDENOMINASI, para KORUPTOR akan menukarkan uang yang disembunyikannya untuk ditukarkan dengan nilai uang yang baru agar uangnya ga MEMBUSUK<br>NAAAHHHHHH .......... KETAHUAN ...... ini uangnya DARI MANA AJA .... ?????????????????"
296,2025-11-12T00:59:59Z,@GiLongIkis2,optimisssss !!!!!!!
297,2025-11-12T00:59:01Z,@Jepfti439kro,Pak purbaya bilang ini persoalan moneter jadi rencana BI bkn menkeu
298,2025-11-12T00:58:18Z,@axwelll777,"Kalo gue jadi kepikiran versi reverse logic terkait agenda mau &quot;memulangkan&quot; uang yg diambil koruptor yg disimpan di rumahnya melalui program redominasi ini. Jangan-jangan, program ini diberlakukan karna sudah tidak ada tempat penyimpanan lagi buat para koruptor menyimpan hasil korupsi nya karna nominal uang yg besar, sehingga tempat penyimpanan nya juga makin menipis. Jadi perlu redominasi mata uang, supaya tempat yg diperlukan untuk menyimpan uang hasil korupsi melonggar.<br><br>Misal untuk menyimpan uang hasil korupsi senilai 500 triliun butuh 2 rumah besar. Setelah redominasi mata uang, 500 triliun &quot;hanya&quot; butuh 1 rumah besar. Karna pengurangan tiga 0. Bukan kah itu bisa jadi masuk akal? 😅"
299,2025-11-12T00:57:46Z,@mobilremot2184,Yg ga setuju redenominasi fixs orang tlol... <br><br>Dan juga ter indikasi koruptor
300,2025-11-12T00:57:35Z,@fntasticHijack,"Gw sempat memikirkan impact redenominasi ini beberapa kali, termasuk mencoba membuat analisa dampaknya, khususnya di IT karena gw bekerja di area ini, beberapa dampak yang akan terjadi khususnya di area kompetensi gw kurang lebih seperti ini<br>- Semua sistem yang berkaitan dengan nilai uang harus di lakukan Change Request, yang paling sederhana adalah melakukan perubahan konfigurasi fractional dan yang paling ekstrim harus melakukan perubahan formula, tipe data, dan semua hal yang berhubungan dengan nilai uang<br>- Perubahan ini berpotensi menghilangkan sebagian kecil uang kita, jadi tidak 100 persen uang tidak akan hilang pada nilai kecil. contohnya pada tabungan yang saat ini nilainya saat ini 1,234.56 rupiah saat di redenominasi akan terbaca 1.23 atau 1.234 tergantung dari presisi yang digunakan, misalnya kita ambil pendekatan 2 angka desimal, maka akan hilang 1.56. Nilai ini kecil untuk satu orang, tapi akan sangat besar ketika di akumulasi.<br>- Pada perubahan ini berpotensi terjadi manipulasi, misalnya di sebuah perusahaan finansial yang saat ini Core sistemnya menggunakan tipe data desimal dan memilih melakukan perubahan pada data dengan update, maka tim update bisa saja melakukan manipulasi dengan memindahkan nilai yang di bulatkan ke rekening lain. Secara data keseluruhan tidak ada perubahan, tapi akan ada rekening yang tiba tiba gemuk. Ini bisa terjadi perubahan di dalam database nya. Tapi mungkin kalau ada yang sudah berinteraksi langsung dengan Core database di banking bisa mengkonfirmasi kalau imajinasi gw salah. Ini baru 1 dampak pada proses perubahan data, lainnya pada kasus ekstrim, momen ini bisa digunakan untuk menghapus history transaksi kejahatan, akibatnya transaksi kejahatan tidak bisa di deteksi tanpa audit sangat dalam yang harus melibatkan pembukaan data backup<br>- Dampak serius bisa terjadi pada kasus emoney, ini harus benar benar di perhatikan, yang gw tau saat ini nilai pada e money tertanam di dalam chip di kartunya, Jika setelah redenominasi ini terjadi dan emoney lama diterima dengan mentah, maka akan banyak orang bisa jadi kaya mendadak, misalnya gw punya emoney lama dengan saldo 1juta, maka setelah redenominasi angka itu setara dengan 1 milyar saat ini. Solusinya sistem emoney harus bisa membedakan nilai emoney saat ini adalah nilai lama atau baru, tapi cara yang paling sederhana tetap menyimpan angkanya sesuai nilai yang sekarang, dan melakukan konversinya di sistem pembaca<br>- Dampak positifnya untuk perusahaan IT akan mendapatkan banyak sekali project baru atau minimal CR besar besaran<br>- Dampak positif lainnya, banyak sistem bisa jadi lebih cepat, tapi tergantung pada perubahan yang dilakukan. Bagian ini melibatkan tipe data dan fractional number.<br>- Menurut gw pribadi dampak kemasyarakat bisa dibuat lebih minimalist dengan mencetak uang seperti yang sekarang dengan perubahan 0 saja, sehingga 1000 rupiah akan sama dengan yang saat ini tapi dengan menghilangkan nol nya saja, ini bisa digunakan untuk meminimalkan kebingungan.<br>- Perubahan sistem ini tidak hanya akan terjadi di indonesia, tapi diseluruh dunia yang berinteraksi dengan rupiah, minimal perubahan pada formula atau konfigurasinya"
301,2025-11-12T00:57:02Z,@7thZaK,Sebenarnya di masyarakat sendiri redominasi sudah di terpakan sejak lama. Seperti penggunaan K di daftar harga dan penyebutan ribu dalam menyebut juta. Jadi sangat setuju jika hal ini terjadi.
302,2025-11-12T00:56:42Z,@darmaputragusti9252,Bung... Ayo optimis.. <br>Daripada banyak sekali NOL.. nya rupiah ini... Lucu. Sepuluh tahun depan bisa bisa NOL rupiah kita bisa berderet deret..
303,2025-11-12T00:55:56Z,@dartomulyono7624,"Kalau tetap diadakan redenominasi ya tetap gagal total, harga&quot; pasti akan langsung melambung tinggi"
304,2025-11-12T00:55:14Z,@reihannevandy9128,Biar utang negara bisa keliatan dikit &amp; bisa nambah lagi utangnya🤫
305,2025-11-12T00:55:10Z,@arabalo,"Salah satu sosialisasinya adalah dgn cara SHADOWING Label Harga. Agar pelan² masyarakat paham. <br>Misal harga Mie Instan 2300 maka di sampingnya jg ditulis 2,3"
306,2025-11-12T00:54:23Z,@scmhgyjhskl25,"intinya ini tergantung sama siapa yg megang proyek kalau niatnya baik serius insya allah ujung2nya sukses tapi kalau ngg serius amburadul lah mata uang kita inflasi lagi rakyat kecil lagi jadi korban. banyak yg bundir gara2 ini ditahun 1965an karena merasa belum faham pemerintah juga belum siap. bagaimana dgn uang 50, 100 dan 500 rupiah? ini juga harus difikirkan."
307,2025-11-12T00:54:15Z,@ZulkarnaenSyam-m3g,"Redenominasi harus di lakukan ketika inflasi di bawah puluhan persen, untuk menjaga negara tetap berada di ambang normal<br><br>Edukasi harus di lakukan memulai pertama di toko toko mini market"
308,2025-11-12T00:53:12Z,@Football.899,"Tujuan redenominasi itu salah satunya agar uang uang korupsi itu pada keluar. kalau mereka tidak cepat cepat tukar, uang mereka tidak laku. Dari situ, bakal ketemu nama nama koruptor baru. tahun 2027, diperkirakan bakal banyak nama nama baru koruptor. pastinya uang mereka bakal dicek ulang, sumbernya dari mana."
309,2025-11-12T00:53:12Z,@budimanbudi4721,Lanjut terus pak purbaya rakyat dukung terus dan yakinlah agar ketahuan dan keluar uang2 yang mati suri ada tapi gak terlihat . Gass
310,2025-11-12T00:51:59Z,@nurkholik2533,"Saya setuju dengan redenominasi, karena akan mengurangi resiko inflasi yang tinggi memang yang namakan kebijakan membutuhkan waktu berlaku efektif. Kapan lagi kalau tidak dimulai sekarang.<br>Memang butuh kerja sama dari semua kalangan"
311,2025-11-12T00:51:49Z,@Suara_Netizen-1001,Ngobrol orang : eh itu barang hara berapa? 1000. Ok sy ambil dulu besuk sy bayar ya?   Ni 1000....     Maaf uangnya kurang.....   In8 uang lama. 1000 maksudnya 1jt. 😂😂😂 😂😂😂😂
312,2025-11-12T00:51:46Z,@shellamuchtar3661,"Segala wacana gak bakalan sukses, kalo yg duduk di posisi penting negara semuanya masih bermental tikus berjamaah. Klo isinya ud lebih berkualitas baru segalanya bisa tercapai, karena gak self-sabo"
313,2025-11-12T00:51:22Z,@ruras7489,jadi ancaman bagi penimbun uang tunai😂😂😂
314,2025-11-12T00:51:04Z,@JokoBimo-l5u,"Sekarang,nol banyak aja kadang kadang di tambah 02 lagi di belakang koma , katanya sen"
315,2025-11-12T00:50:47Z,@KcongKraton,"hanya karena korupsi takut kelihatan banyak banget, kan bayangin trilliunan kan segitu banyaknya tuh, nah koruptornya kan pejabatnya sendiri, dr DPR sampai birokratnya, di rakyat nggak akan banyak ngaruh justru bikin efek rumit. kebayang kan klo biaya reses 700Jt DPR hanya kelihatan 700rb 🤣 apalagi pajak, pengusaha senang tuh krn kelihatan miskin lagi 🤣 jadi sebenernya pemerintah bukan basis bantuin rakyat tp pro pengusaha dan koruptor krn birokratnya memang aplikasi KKN luar biasa saat Prabowo, contohnya keponakanya yang masuk di kementerian keuangan sampai Wakil Menterinya ada 2 😂 padahal efisiensi dimana mana, dan masuknya Purbaya juga hanya selogan saja, krn sepeninggal bu Risma di Kementerian Sosial, orang yang dulu dibuang krn tidak bisa mempertanggung jawabkan anggaran krn temuan BPK justru ditarik lagi jadi pejabat 🤣 dan dia menarik anak buahnya (orang orang kepercayaannya) untuk habiskan anggaran seperti biasa sebelum bu Risma, jd dr awal melihat tingkah Presiden sudah jelas, dia sedang mengumpulkan uang untuk pencalonannya dan balikin modal setelah kalah bolak balik 😁 hanya dibungkus DEMI RAKYAT !"
316,2025-11-12T00:50:03Z,@zainbaniahmad,gambar uangnya di bikin sama cuma angka 0 aja yg di kurangi.kadang orng kita lebih mengenali gambar.palagi di masarakat pedesaan
317,2025-11-12T00:49:47Z,@NurBaya-i5e,Setuju redenominasi  biar uang yg di sembunyikan tikus berdasi nda berlaku buat di belanjakan klo tersimpan lama tampa berani menukar karena takut ketahuan punya uang banyak 😅
318,2025-11-12T00:49:18Z,@AlexPonsel-s5h,Ini seterah pada SDM orang kita lagi maunya gimana maunya
319,2025-11-12T00:49:17Z,@ecomettcool5738,Dulu Freeport lagi di incer lur
320,2025-11-12T00:48:00Z,@aminridwan-rx2og,bagus saya dukung redenominasi...pelaku koruptor akan ketahuan uang yg ditaro dirumah didapat dari mana...
321,2025-11-12T00:47:11Z,@IwanSetiawan-em4kw,"Gaji umr 5 juta jadi tinggal goceng doang 😂<br>Biasanya beli bakso bayar pake qris 20.000 eh besok pas bayar kelupaan kalo udah ilang 0 3digit, tetap ketik 20.000 wah langsung auto miskin 😂"
322,2025-11-12T00:47:03Z,@jindan8363,Saya percaya Pak Purbaya. Lanjut...
323,2025-11-12T00:44:53Z,@Hokijulia,"Redenominasi jmn Soekarno nilai uang yg dipangkas bukan angka yg dihilangkan contoh 1000 Rp nilainya JD 1 Rp sehingga org2 yg punya uang saat itu kehilangan nilainya,yg punya uang 1 Rp saat itu happy Krn uang mrk masih nilainya sama,jadi yg kaya dan yg miskin saat itu kesenjangannya Tdk jauh"
324,2025-11-12T00:43:17Z,@ulumlenteng4435,"tapi sekarang sosialisasinya lebih mudah, tapi di awal sebaiknya direkening tetap ada 3 nol tapi warna merah, biar gak terlalu kaget"
325,2025-11-12T00:42:45Z,@Rendy_428,Kedepannya pliss portal  berita juga hentikan thumbnail clickbait soalnya rakyat masih sering kegocek
326,2025-11-12T00:42:41Z,@kharismamayangpuspita1795,"kalau menurut saya adanya redominasi mata uang ini jadi lebih praktis ga si kalau dari sudut pandang orang awam ya, jadi nanti tu lebih simpel nilai mata uangnya ga terlalu banyak nol kaya yg tadi dibilang kakaknya bisa meringankan beban akuntan dalam mengecek keuangan yang banyak nol nya itu. terus juga dari segi visualnya misal kita bandingan 1 dolar skrg kalau rupiah jadi 16.750 (blm cek lagi). jadi satuannya agak banyak gitu yaa, kalau misal diredonominasi bisa efektif jadi kaya 1 dollar = 16,7 rupiah. jadi kaya ga banyak gitu ga si hehehe.. tapi balik lagi nanti tposes sosialisasinya kek mana, seharusnya kalau di masa skrg sosialisasi mudah terjangkau karena media sosial. maaf yaa kalau komentarku masih kurang hehehe"
327,2025-11-12T00:42:19Z,@Zulpane-ly1qw,Gw setuju sih harus Rujukan<br>Dikurangi 0 nol bahkan beberapa warung makan itu sekarang kalau liat harga 20 K untuk orang terbiasa akan hal itu
328,2025-11-12T00:41:59Z,@rengatsaja369,Redenominasi fungsinya untuk wisatawan lebih praktis menggunakan uang rupiah.<br>Redenominasi hanya merubah nominalnya bukan nilai mata uangnya.
329,2025-11-12T00:41:51Z,@frendysatria439,"padahal orang jawa sudah menerapkan redenominasi dari dulu, misal orang jawa menyebut 1 jt itu dengan sebutan 1000, 10 jt disebut 10.000 , 100K = 100"
330,2025-11-12T00:40:51Z,@Harghantz,"Balik ke perak aja,  ngikutin harga perak. <br>1 perak ya 1gr perak ga&#39;akan lagi ada inflasi."
331,2025-11-12T01:19:39Z,@jokogundul1720,itu jaman belanda. 1 gulden = 1 rupia = 10 gram koin perak kadar 0.72. 😃
332,2025-11-12T01:56:03Z,@Harghantz,"​@jokogundul1720iya biar gak ada lagi inflasi, karna ngikuti harga real material. sekarang se enak jidat aja mereka, ngasih harga mereka 1 harga kita beribu ribu."
333,2025-11-12T00:40:04Z,@TokoBJP,seperti maen gacha aja nih redenominasi<br>tapi perbedaan hidup di tahun 1967 dan 2026 sangat beda jauh mindset orang nya tetap sama
334,2025-11-12T00:38:42Z,@tuyuldanmbakyul2,Liat aja uang 75rb sekarang
335,2025-11-12T00:38:00Z,@jamkosong88,Masalah ekonomi gua ma Cuma Fokus sama Perampasan Aset kapan di sahkan ya... Karena banyak banget sekarang koruptor di tangkep.. kan lumayan buat masukan negara...
336,2025-11-12T00:35:28Z,@hussainmohamed6534,"Dulu tukar warna passport kononnya biar sama passport terkuat dunia, hasilnya sama😂 ni nak tukar duit pulak. Baru dilihat gaji sebulan 500 rupiah😂. Pasal membenteras kuroptor pasti gagal, sebabnya mereka dilindungi para pemerintah😂"
337,2025-11-12T00:34:57Z,@OrderKuota-n3n,"1965 Bukannya Sanering ya, dilakukan karena kondisi hiperinflasi...<br><br>Sekarang kondisinya tidaklah sama...<br><br>Kami percayakan sama pemimpin negara kita...mereka pasti sudah berhitung tentang dampak, manfaat dan teknisnya..."
338,2025-11-12T00:34:36Z,@TRADER4MULA-d9e,"sdh beljar dr kegagalan, jngn bikin pesiimis"
339,2025-11-12T00:31:38Z,@azamyaziz6469,"salam dari malaysia... Raymond Chin pendapat dan cadangan kamu menunjukkan kamu golongan bijak pandai indonesia, jarang saya jumpa orang indonesia yang bijak seperti kamu, semoga pemerintahan indonesia diganti dengan orang muda yang bijak dan mampu membawa negara maju, tiada korupsi dari pemerintah tua kamu., amin"
340,2025-11-12T00:29:02Z,@GAME-he6gp,Kalau rupiah gagal palingan ke cripto aja yg lebih jelas
341,2025-11-12T00:28:47Z,@SriWahyuni-wm6yp,Sejak sering nonton Chanel Raymond chin jadi lebih nyimak soal geliat ekonomi dari efek politik yang kadang sedikit memprihatinkan.pak Purbaya akan butuh tenaga suuuper ekstra utk mengembalikan geliat ekonomi dan stabilitas keuangan negara namun jika hanya beliau seorang gw rasa 😢 mustahil bahkan pemimpin yg tunjuk beliau aja lebih takut sama yg udah ga berkuasa dari pada sama rakyat yg teriak lapar
342,2025-11-12T00:28:05Z,@endisudasta-hn5rj,Saya setuju redenominasi
343,2025-11-12T00:27:46Z,@KasparovAntonv,"Gaji saya Rp. 4 juta oer bulan jadi Rp. 4.000,- per bulan"
344,2025-11-12T01:22:01Z,@jokogundul1720,tapi harga motor jadi 20rb doang. 😃
345,2025-11-12T00:27:31Z,@KehidupanBiasa,"Belum ada berita dari BI , terimakasih info nya atas redenominasi ."
346,2025-11-12T00:26:10Z,@AhmadShaberyFind,Canel 9 naga
347,2025-11-12T00:26:09Z,@KasparovAntonv,"Makan nasi sayur plus telur bayar Rp. 13,- Makan nasi Padang pakai Rendang bayar Rp. 17,- Telur 1 Kg harga Rp. 27,- Beras 1 Kg harga Rp.15,-"
348,2025-11-12T00:43:27Z,@OrderKuota-n3n,Momogi 0.5
349,2025-11-12T00:25:46Z,@kataru30,Dulu gagal krn tidak Banyak yg korupsi <br>Skrg Banyak korupsi <br>Pasti semuah rakyat sudah paham ko <br>Ini Chanel hanya mau profokator ke masrakat
350,2025-11-12T00:25:43Z,@PiyeDul,❤Langkah &amp; kebijakan apapun...! Redenominasi dll... Yang mau diambil klo emang itu bener2 utk kebaikan Bangsa dan rakyat nya knafa tidak ? Kagak ada masalah..! ☝️ Biasanya klo kebijakan pro rakyat yg menabrakk kepentingan kaum feodal n borjois koruptor + oligarki &amp; kaki tangannya merekalah yg paling lantang menolaknya.. ☝️ <br><br>Selama melalui proses &amp; pertimbangan yg mateng tidak asal2an n sembrono ? Maka laksanakan saja Bozzz 🙋‍♂️ Tentu harus disosialisasikan dulu ke masyarakat luas spy mereka tercerahkan bisa memahami mengerti dan menerima dg seneng hati 👍  <br><br>Mana tuh kabare RUU Perampasan Aset ko&#39; malah tidak ditindak lanjuti ? Piyee kabare Boz ? Ape nunggu kiamat hahhhh ?????? 😎
351,2025-11-12T00:24:52Z,@GAME-he6gp,Yg paling susah bukan uangnya tapi beradaf tasinya susah
352,2025-11-12T00:24:45Z,@Orangee-Bot,"Setelah nonton video ini,  gue berasa tolol, ada berapa bagian yang agak sulit ditangkep gua, kayake gua perlu belajar lagi, belajar ekonomi juga biar jadi paham"
353,2025-11-12T00:21:59Z,@KasparovAntonv,"Redenominasi = ubah angka, bukan nilai. <br>Pengguntingan uang 1965 = ubah nilai, rakyat rugi.<br>Redenominasi seperti yang sedang dirancang (Rp1.000 → Rp1) tidak membuat orang miskin jadi makin miskin atau harga barang jadi murah/mahal, hanya membuat rupiah lebih “ringkas” dan efisien."
354,2025-11-12T00:47:15Z,@OrderKuota-n3n,"Nah iya itulah yang kurang diperjelas dalam hal ini, yang dilakukan Soekarno dulu bukanlah Redenominasi melainkan Sanering (pengguntingan uang)..."
355,2025-11-12T00:19:37Z,@hafizhdroid,"Tolak, masyarakat kita ga akan siap. Pasti inflasi besar dan bikin semua kena, masi ga perlu"
356,2025-11-12T00:17:59Z,@IjazahAlFatih,"Kalau di tempat saya dr dulu ketika transaksi 10ribu bilangnya 10,20,50, seratus ribu bilang nya cuma seratus.satu juta bilangnya seribu.(Sewu dlm bahasa Jawa)"
357,2025-11-12T00:17:49Z,@agungbagus7995,100 juta jdi 100 rb kaget? Uang berkurqng?...<br>Serius luu koo?<br><br>Dulu bli rumah 100 jt after redenom bukannya jadi bli 100k doank😂
358,2025-11-12T00:17:41Z,@ZeronimeYT,Redenominasi akan berhasil jika mayoritas masyarakatnya paham. Klo pun ada ortu yg gak paham hrsnya anak mereka paham.
359,2025-11-12T00:17:33Z,@Orangee-Bot,Orang IT di perbankan: Alamak lembur setahun kita 😂😅 😭
360,2025-11-12T00:15:12Z,@SULZERS_1562,"secara langsung non formal masyarakat sudah terbiasa , contohnya : &quot;pinjam dulu 100.000&quot; , kebanyakan kita bilangnya pinjam dulu 100 😂"
361,2025-11-12T00:54:53Z,@tunasmudatani9855,👍👍
362,2025-11-12T00:13:48Z,@amirudinsaleh2626,"Saya percaya sama pemerintah, kami siap membantu bersosialisasi terhadap keluarga , tetangga dan masyarakat untuk perubahan ini. ❤"
363,2025-11-12T00:11:41Z,@anglerjtc5383,"Bicara sosialisasi bang, lo berharap apa sih sama negara ini?<br><br>Mana peraturan pemerintah yang sosialisasinya berhasil? Nggak ada."
364,2025-11-12T00:11:15Z,@liabaidhowi6289,Lebih enak dengerin penjelasanya di sini. Barusan nonton di akun benix . Kata2 kasar aja yang keluar . Langsung skip.
365,2025-11-12T00:10:14Z,@Radio_Dangdut_24_Jam,"Pikirkan lagi dampak negatifnya, harga barang pasti bakal naik, seolah olah meremehkan nilai angka2 kecil, dolar malah melonjak , kenapa kok tidak memperkuat nilai rupiah saja?"
366,2025-11-12T00:09:56Z,@iqbalfadillah124,Seperti menyenangkan diri sendiri ya
367,2025-11-12T00:09:51Z,@ayepsumaryat3463,Biar...ah..uangku..tiap hari cuma bisa beli  bala- bala 5+kopi segelas+ jarum coklat sebatang
368,2025-11-12T00:08:34Z,@bennysurahwan6486,"Beli permen bingung 0,10 rupiah"
369,2025-11-12T01:32:22Z,@jokogundul1720,jadi uang sen lah. kayak malaysia.<br>100 jadi 10 sen<br>200 jadi 20 sen<br>gopek jadi 50 sen / setengah rupia 😃
370,2025-11-12T00:07:57Z,@supangatpangat5495,Ayo dukung redenominasi biar Indonesia bangkit segi ekonominya dan sejahtera untuk rakyatnya. Good luck untuk Menkeu Purbaya sudah saatnya Indonesia maju.
371,2025-11-12T00:06:37Z,@adityafebrian7853,"Kalau uang koin pakai ,sen atau perak?"
372,2025-11-12T00:06:17Z,@15RPQ,SETUJU REDENOMINASI.
373,2025-11-12T00:05:58Z,@chaliequers,"Presiden nya aja nih msh bikin blunder, meskipun sering dibantah tp yg ditampilkan nyata melindungi presiden sebelumnya"
