,publisedAt,username,commentDisplay,text_clean,text_caseFolding,text_slangWords,text_tokenizing,text_stopwords,text_final,Sentiment,Sentiment_Label
163,2025-11-12T02:52:07Z,@mkncnf,Klu orang awam setelah redenominasi juga bisa salah transfer kebanyakan nolnya bisa habis 😂😂,Klu orang awam setelah redenominasi juga bisa salah transfer kebanyakan nolnya bisa habis,klu orang awam setelah redenominasi juga bisa salah transfer kebanyakan nolnya bisa habis,klu orang awam setelah redenominasi juga bisa salah transfer kebanyakan nolnya bisa habis,"['klu', 'orang', 'awam', 'setelah', 'redenominasi', 'juga', 'bisa', 'salah', 'transfer', 'kebanyakan', 'nolnya', 'bisa', 'habis']","['klu', 'orang', 'awam', 'redenominasi', 'salah', 'transfer', 'kebanyakan', 'nolnya', 'habis']",klu orang awam redenominasi salah transfer kebanyakan nolnya habis,0,Negative
164,2025-11-12T02:49:43Z,@kennethkho7165,"Selama ini, kita juga udah redenominasi secara informal, kita sering sebut &quot;50.000&quot; sebagai &quot;50&quot; misalnya. harusnya alasan dibalik redenominasi itu jangan ekonomi, tapi kenyamanan. misal bayar QRIS cukup ketik &quot;50&quot;.",Selama ini kita juga udah redenominasi secara informal kita sering sebut quotquot sebagai quotquot misalnya harusnya alasan dibalik redenominasi itu jangan ekonomi tapi kenyamanan misal bayar QRIS cukup ketik quotquot,selama ini kita juga udah redenominasi secara informal kita sering sebut quotquot sebagai quotquot misalnya harusnya alasan dibalik redenominasi itu jangan ekonomi tapi kenyamanan misal bayar qris cukup ketik quotquot,selama ini kita juga udah redenominasi secara informal kita sering sebut quotquot sebagai quotquot misalnya harusnya alasan dibalik redenominasi itu jangan ekonomi tapi kenyamanan misal bayar qris cukup ketik quotquot,"['selama', 'ini', 'kita', 'juga', 'udah', 'redenominasi', 'secara', 'informal', 'kita', 'sering', 'sebut', 'quotquot', 'sebagai', 'quotquot', 'misalnya', 'harusnya', 'alasan', 'dibalik', 'redenominasi', 'itu', 'jangan', 'ekonomi', 'tapi', 'kenyamanan', 'misal', 'bayar', 'qris', 'cukup', 'ketik', 'quotquot']","['udah', 'redenominasi', 'informal', 'quotquot', 'quotquot', 'alasan', 'dibalik', 'redenominasi', 'ekonomi', 'kenyamanan', 'bayar', 'qris', 'ketik', 'quotquot']",udah redenominasi informal quotquot quotquot alasan dibalik redenominasi ekonomi kenyamanan bayar qris ketik quotquot,2,Positive
165,2025-11-12T02:49:00Z,@marwansokawera3149,Usul jgn skrg.....nanti 2030 sajaaa......buktikan dulu ekonomi nya stabil,Usul jgn skrgnanti  sajaaabuktikan dulu ekonomi nya stabil,usul jgn skrgnanti  sajaaabuktikan dulu ekonomi nya stabil,usul jgn skrgnanti sajaaabuktikan dulu ekonomi nya stabil,"['usul', 'jgn', 'skrgnanti', 'sajaaabuktikan', 'dulu', 'ekonomi', 'nya', 'stabil']","['usul', 'jgn', 'skrgnanti', 'sajaaabuktikan', 'ekonomi', 'stabil']",usul jgn skrgnanti sajaaabuktikan ekonomi stabil,1,Neutral
166,2025-11-12T03:20:31Z,@DaffaRkassandra,Katanya sih rencana tahun 2034.. udh berubah total dahh..<br>kyk cuci otak krn perubahan masalah keuangan baru..,Katanya sih rencana tahun  udh berubah total dahhbrkyk cuci otak krn perubahan masalah keuangan baru,katanya sih rencana tahun  udh berubah total dahhbrkyk cuci otak krn perubahan masalah keuangan baru,katanya sih rencana tahun udh berubah total dahhbrkyk cuci otak krn perubahan masalah keuangan baru,"['katanya', 'sih', 'rencana', 'tahun', 'udh', 'berubah', 'total', 'dahhbrkyk', 'cuci', 'otak', 'krn', 'perubahan', 'masalah', 'keuangan', 'baru']","['rencana', 'udh', 'berubah', 'total', 'dahhbrkyk', 'cuci', 'otak', 'krn', 'perubahan', 'keuangan']",rencana udh berubah total dahhbrkyk cuci otak krn perubahan keuangan,1,Neutral
167,2025-11-12T02:48:33Z,@retnohanggarArniati-r7m,"Harus persiapan matang agar rakyat benar paham nilai uang yg baru, sosialisasi jauh hari stelah paham baru mulai penggunaan uang baru n yg penting kondisi ekonomi harus  di usahakan stabil agar tak gaduh, khusus emak2 harus paham jangan boncos",Harus persiapan matang agar rakyat benar paham nilai uang yg baru sosialisasi jauh hari stelah paham baru mulai penggunaan uang baru n yg penting kondisi ekonomi harus  di usahakan stabil agar tak gaduh khusus emak harus paham jangan boncos,harus persiapan matang agar rakyat benar paham nilai uang yg baru sosialisasi jauh hari stelah paham baru mulai penggunaan uang baru n yg penting kondisi ekonomi harus  di usahakan stabil agar tak gaduh khusus emak harus paham jangan boncos,harus persiapan matang agar rakyat benar paham nilai uang yang baru sosialisasi jauh hari stelah paham baru mulai penggunaan uang baru n yang penting kondisi ekonomi harus di usahakan stabil agar tak gaduh khusus emak harus paham jangan boncos,"['harus', 'persiapan', 'matang', 'agar', 'rakyat', 'benar', 'paham', 'nilai', 'uang', 'yang', 'baru', 'sosialisasi', 'jauh', 'hari', 'stelah', 'paham', 'baru', 'mulai', 'penggunaan', 'uang', 'baru', 'n', 'yang', 'penting', 'kondisi', 'ekonomi', 'harus', 'di', 'usahakan', 'stabil', 'agar', 'tak', 'gaduh', 'khusus', 'emak', 'harus', 'paham', 'jangan', 'boncos']","['persiapan', 'matang', 'rakyat', 'paham', 'nilai', 'uang', 'sosialisasi', 'stelah', 'paham', 'penggunaan', 'uang', 'n', 'kondisi', 'ekonomi', 'usahakan', 'stabil', 'gaduh', 'khusus', 'emak', 'paham', 'boncos']",persiapan matang rakyat paham nilai uang sosialisasi stelah paham penggunaan uang n kondisi ekonomi usahakan stabil gaduh khusus emak paham boncos,2,Positive
168,2025-11-12T02:48:26Z,@ruditabuti1977,"Rakyat harus optimis dan mendukung,<br>yang tidak dukung pasti simpat duit cash banyak <a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>",Rakyat harus optimis dan mendukungbryang tidak dukung pasti simpat duit cash banyak a hrefUCkszUWHgymbdVUJgKsIfYLzFoLMAKanYDQAga,rakyat harus optimis dan mendukungbryang tidak dukung pasti simpat duit cash banyak a hrefuckszuwhgymbdvujgksifylzfolmakanydqaga,rakyat harus optimis dan mendukungbryang tidak dukung pasti simpat duit cash banyak a hrefuckszuwhgymbdvujgksifylzfolmakanydqaga,"['rakyat', 'harus', 'optimis', 'dan', 'mendukungbryang', 'tidak', 'dukung', 'pasti', 'simpat', 'duit', 'cash', 'banyak', 'a', 'hrefuckszuwhgymbdvujgksifylzfolmakanydqaga']","['rakyat', 'optimis', 'mendukungbryang', 'dukung', 'simpat', 'duit', 'cash', 'hrefuckszuwhgymbdvujgksifylzfolmakanydqaga']",rakyat optimis mendukungbryang dukung simpat duit cash hrefuckszuwhgymbdvujgksifylzfolmakanydqaga,2,Positive
169,2025-11-12T02:47:46Z,@bless0666,"udh lah cuma omon2 slama ni statmen2 nya purbaya blom ada terealisasi.. yg kt nya mau kejer pengemplang pjk sampe skrg hilang kabar nya😅😅😅, maunangkap mafia besar blom ada realisasi nya.. intinyacuma good news politik aja. hnya untuk menyenangkan publik aja",udh lah cuma omon slama ni statmen nya purbaya blom ada terealisasi yg kt nya mau kejer pengemplang pjk sampe skrg hilang kabar nya maunangkap mafia besar blom ada realisasi nya intinyacuma good news politik aja hnya untuk menyenangkan publik aja,udh lah cuma omon slama ni statmen nya purbaya blom ada terealisasi yg kt nya mau kejer pengemplang pjk sampe skrg hilang kabar nya maunangkap mafia besar blom ada realisasi nya intinyacuma good news politik aja hnya untuk menyenangkan publik aja,udh lah cuma omon slama ni statmen nya purbaya blom ada terealisasi yang kt nya mau kejer pengemplang pjk sampai skrg hilang kabar nya maunangkap mafia besar blom ada realisasi nya intinyacuma good news politik aja hnya untuk menyenangkan publik aja,"['udh', 'lah', 'cuma', 'omon', 'slama', 'ni', 'statmen', 'nya', 'purbaya', 'blom', 'ada', 'terealisasi', 'yang', 'kt', 'nya', 'mau', 'kejer', 'pengemplang', 'pjk', 'sampai', 'skrg', 'hilang', 'kabar', 'nya', 'maunangkap', 'mafia', 'besar', 'blom', 'ada', 'realisasi', 'nya', 'intinyacuma', 'good', 'news', 'politik', 'aja', 'hnya', 'untuk', 'menyenangkan', 'publik', 'aja']","['udh', 'omon', 'slama', 'ni', 'statmen', 'purbaya', 'blom', 'terealisasi', 'kt', 'kejer', 'pengemplang', 'pjk', 'skrg', 'hilang', 'kabar', 'maunangkap', 'mafia', 'blom', 'realisasi', 'intinyacuma', 'good', 'news', 'politik', 'aja', 'hnya', 'menyenangkan', 'publik', 'aja']",udh omon slama ni statmen purbaya blom terealisasi kt kejer pengemplang pjk skrg hilang kabar maunangkap mafia blom realisasi intinyacuma good news politik aja hnya menyenangkan publik aja,2,Positive
170,2025-11-12T02:47:13Z,@SuTo-u4d,Redenominasi menguntungkan koruptor karena mudah untuk menyimpan millyaran dengan mudah biasanya satu bangker sekarang cukup pakai kantong karong😂😂,Redenominasi menguntungkan koruptor karena mudah untuk menyimpan millyaran dengan mudah biasanya satu bangker sekarang cukup pakai kantong karong,redenominasi menguntungkan koruptor karena mudah untuk menyimpan millyaran dengan mudah biasanya satu bangker sekarang cukup pakai kantong karong,redenominasi menguntungkan koruptor karena mudah untuk menyimpan millyaran dengan mudah biasanya satu bangker sekarang cukup pakai kantong karong,"['redenominasi', 'menguntungkan', 'koruptor', 'karena', 'mudah', 'untuk', 'menyimpan', 'millyaran', 'dengan', 'mudah', 'biasanya', 'satu', 'bangker', 'sekarang', 'cukup', 'pakai', 'kantong', 'karong']","['redenominasi', 'menguntungkan', 'koruptor', 'mudah', 'menyimpan', 'millyaran', 'mudah', 'bangker', 'pakai', 'kantong', 'karong']",redenominasi menguntungkan koruptor mudah menyimpan millyaran mudah bangker pakai kantong karong,2,Positive
171,2025-11-12T02:47:03Z,@bandindia6134,"<a href=""https://www.youtube.com/watch?v=II3bBGHCL_g&amp;t=585"">9:45</a> <b>SETUJUUU BANGETTTTT KALO INI.. AHAHAHAHAHA</b>",a href bSETUJUUU BANGETTTTT KALO INI AHAHAHAHAHAb,a href bsetujuuu bangettttt kalo ini ahahahahahab,a href bsetujuuu bangettttt kalau ini ahahahahahab,"['a', 'href', 'bsetujuuu', 'bangettttt', 'kalau', 'ini', 'ahahahahahab']","['href', 'bsetujuuu', 'bangettttt', 'ahahahahahab']",href bsetujuuu bangettttt ahahahahahab,2,Positive
172,2025-11-12T02:46:43Z,@Hendra-o4w,"Mending pemerintah buka lapangan kerja yg banyak dan legalkan kasino supaya cari uang gampang skrng orang dagang apa tak laku sepi, toko pada tutup pengangguran banyak kok mau potong uang rupiah yg ada gagal totol bisa jadi krismon, belum lagi utang Indonesia sangat banyak ke China",Mending pemerintah buka lapangan kerja yg banyak dan legalkan kasino supaya cari uang gampang skrng orang dagang apa tak laku sepi toko pada tutup pengangguran banyak kok mau potong uang rupiah yg ada gagal totol bisa jadi krismon belum lagi utang Indonesia sangat banyak ke China,mending pemerintah buka lapangan kerja yg banyak dan legalkan kasino supaya cari uang gampang skrng orang dagang apa tak laku sepi toko pada tutup pengangguran banyak kok mau potong uang rupiah yg ada gagal totol bisa jadi krismon belum lagi utang indonesia sangat banyak ke china,mending pemerintah buka lapangan kerja yang banyak dan legalkan kasino supaya cari uang gampang skrng orang dagang apa tak laku sepi toko pada tutup pengangguran banyak kok mau potong uang rupiah yang ada gagal totol bisa jadi krismon belum lagi utang indonesia sangat banyak ke china,"['mending', 'pemerintah', 'buka', 'lapangan', 'kerja', 'yang', 'banyak', 'dan', 'legalkan', 'kasino', 'supaya', 'cari', 'uang', 'gampang', 'skrng', 'orang', 'dagang', 'apa', 'tak', 'laku', 'sepi', 'toko', 'pada', 'tutup', 'pengangguran', 'banyak', 'kok', 'mau', 'potong', 'uang', 'rupiah', 'yang', 'ada', 'gagal', 'totol', 'bisa', 'jadi', 'krismon', 'belum', 'lagi', 'utang', 'indonesia', 'sangat', 'banyak', 'ke', 'china']","['mending', 'pemerintah', 'buka', 'lapangan', 'kerja', 'legalkan', 'kasino', 'cari', 'uang', 'gampang', 'skrng', 'orang', 'dagang', 'laku', 'sepi', 'toko', 'tutup', 'pengangguran', 'potong', 'uang', 'rupiah', 'gagal', 'totol', 'krismon', 'utang', 'indonesia', 'china']",mending pemerintah buka lapangan kerja legalkan kasino cari uang gampang skrng orang dagang laku sepi toko tutup pengangguran potong uang rupiah gagal totol krismon utang indonesia china,2,Positive
173,2025-11-12T02:46:28Z,@kanekiasta8545,In purbaya we trust 😅no purbaya no party,In purbaya we trust no purbaya no party,in purbaya we trust no purbaya no party,in purbaya we trust no purbaya no party,"['in', 'purbaya', 'we', 'trust', 'no', 'purbaya', 'no', 'party']","['purbaya', 'trust', 'purbaya', 'party']",purbaya trust purbaya party,2,Positive
174,2025-11-12T02:45:47Z,@aroraaurora6786,"Gw sih berharap dg kebijakannya gk sampai menimbulkan masalah besar sampai mengacaukan semua lini kehidupan... Syok pasti ada, mengingat mengubah kebiasaan itu butuh waktu",Gw sih berharap dg kebijakannya gk sampai menimbulkan masalah besar sampai mengacaukan semua lini kehidupan Syok pasti ada mengingat mengubah kebiasaan itu butuh waktu,gw sih berharap dg kebijakannya gk sampai menimbulkan masalah besar sampai mengacaukan semua lini kehidupan syok pasti ada mengingat mengubah kebiasaan itu butuh waktu,saya sih berharap dg kebijakannya gk sampai menimbulkan masalah besar sampai mengacaukan semua lini kehidupan syok pasti ada mengingat mengubah kebiasaan itu butuh waktu,"['saya', 'sih', 'berharap', 'dg', 'kebijakannya', 'gk', 'sampai', 'menimbulkan', 'masalah', 'besar', 'sampai', 'mengacaukan', 'semua', 'lini', 'kehidupan', 'syok', 'pasti', 'ada', 'mengingat', 'mengubah', 'kebiasaan', 'itu', 'butuh', 'waktu']","['berharap', 'dg', 'kebijakannya', 'menimbulkan', 'mengacaukan', 'lini', 'kehidupan', 'syok', 'mengubah', 'kebiasaan', 'butuh']",berharap dg kebijakannya menimbulkan mengacaukan lini kehidupan syok mengubah kebiasaan butuh,1,Neutral
175,2025-11-12T02:45:45Z,@Lucs644,"pas bayar parkir , kelupaankan , ke bayar 2 ribu wkwk",pas bayar parkir  kelupaankan  ke bayar  ribu wkwk,pas bayar parkir  kelupaankan  ke bayar  ribu wkwk,pas bayar parkir kelupaankan ke bayar ribu tertawa,"['pas', 'bayar', 'parkir', 'kelupaankan', 'ke', 'bayar', 'ribu', 'tertawa']","['pas', 'bayar', 'parkir', 'kelupaankan', 'bayar', 'ribu', 'tertawa']",pas bayar parkir kelupaankan bayar ribu tertawa,1,Neutral
176,2025-11-12T02:45:41Z,@bagaskara6173,"yang penting kebijakan Pemerintah biar bisa nahan inflasi gak lebih dari 5% per bulan, soalnya mikro inflasi ato round Up kata Ko Raymond ini yang paling bahaya, di kaki lima aja udah mulai mikro inflasi kan, yang biasa beli Indomie 3ribu naik jadi 4-5ribu jarang ada yang naikin jadi 3500,",yang penting kebijakan Pemerintah biar bisa nahan inflasi gak lebih dari  per bulan soalnya mikro inflasi ato round Up kata Ko Raymond ini yang paling bahaya di kaki lima aja udah mulai mikro inflasi kan yang biasa beli Indomie ribu naik jadi ribu jarang ada yang naikin jadi,yang penting kebijakan pemerintah biar bisa nahan inflasi gak lebih dari  per bulan soalnya mikro inflasi ato round up kata ko raymond ini yang paling bahaya di kaki lima aja udah mulai mikro inflasi kan yang biasa beli indomie ribu naik jadi ribu jarang ada yang naikin jadi,yang penting kebijakan pemerintah biar bisa nahan inflasi tidak lebih dari per bulan soalnya mikro inflasi ato round up kata ko raymond ini yang paling bahaya di kaki lima aja udah mulai mikro inflasi kan yang biasa beli indomie ribu naik jadi ribu jarang ada yang naikin jadi,"['yang', 'penting', 'kebijakan', 'pemerintah', 'biar', 'bisa', 'nahan', 'inflasi', 'tidak', 'lebih', 'dari', 'per', 'bulan', 'soalnya', 'mikro', 'inflasi', 'ato', 'round', 'up', 'kata', 'ko', 'raymond', 'ini', 'yang', 'paling', 'bahaya', 'di', 'kaki', 'lima', 'aja', 'udah', 'mulai', 'mikro', 'inflasi', 'kan', 'yang', 'biasa', 'beli', 'indomie', 'ribu', 'naik', 'jadi', 'ribu', 'jarang', 'ada', 'yang', 'naikin', 'jadi']","['kebijakan', 'pemerintah', 'biar', 'nahan', 'inflasi', 'mikro', 'inflasi', 'ato', 'round', 'ko', 'raymond', 'bahaya', 'kaki', 'aja', 'udah', 'mikro', 'inflasi', 'beli', 'indomie', 'ribu', 'ribu', 'jarang', 'naikin']",kebijakan pemerintah biar nahan inflasi mikro inflasi ato round ko raymond bahaya kaki aja udah mikro inflasi beli indomie ribu ribu jarang naikin,0,Negative
177,2025-11-12T02:45:39Z,@oii4412,TIRU MALAYSIA....HIDUP MALAYSIA,TIRU MALAYSIAHIDUP MALAYSIA,tiru malaysiahidup malaysia,tiru malaysiahidup malaysia,"['tiru', 'malaysiahidup', 'malaysia']","['tiru', 'malaysiahidup', 'malaysia']",tiru malaysiahidup malaysia,1,Neutral
178,2025-11-12T02:45:09Z,@monkeydomonkeysee5891,Ngikutin BENIX,Ngikutin BENIX,ngikutin benix,ngikutin benix,"['ngikutin', 'benix']","['ngikutin', 'benix']",ngikutin benix,1,Neutral
179,2025-11-12T02:44:53Z,@hahahihi7589,"Setujuu sih sama rencana ini, krn efeknya mayan bgt buat kita yg profesinya akunting atau finance",Setujuu sih sama rencana ini krn efeknya mayan bgt buat kita yg profesinya akunting atau finance,setujuu sih sama rencana ini krn efeknya mayan bgt buat kita yg profesinya akunting atau finance,setujuu sih sama rencana ini krn efeknya mayan banget buat kita yang profesinya akunting atau finance,"['setujuu', 'sih', 'sama', 'rencana', 'ini', 'krn', 'efeknya', 'mayan', 'banget', 'buat', 'kita', 'yang', 'profesinya', 'akunting', 'atau', 'finance']","['setujuu', 'rencana', 'krn', 'efeknya', 'mayan', 'banget', 'profesinya', 'akunting', 'finance']",setujuu rencana krn efeknya mayan banget profesinya akunting finance,2,Positive
180,2025-11-12T02:44:48Z,@excusemeboss7212,By sistem elite global,By sistem elite global,by sistem elite global,by sistem elite global,"['by', 'sistem', 'elite', 'global']","['sistem', 'elite', 'global']",sistem elite global,1,Neutral
181,2025-11-12T02:43:18Z,@RusmadiSoemadji,Yang takut redenominasi mungkin dia ada timbun uang dalam jumlah banyak yg tidak jelas dari mana asal usul Nya,Yang takut redenominasi mungkin dia ada timbun uang dalam jumlah banyak yg tidak jelas dari mana asal usul Nya,yang takut redenominasi mungkin dia ada timbun uang dalam jumlah banyak yg tidak jelas dari mana asal usul nya,yang takut redenominasi mungkin dia ada timbun uang dalam jumlah banyak yang tidak jelas dari mana asal usul nya,"['yang', 'takut', 'redenominasi', 'mungkin', 'dia', 'ada', 'timbun', 'uang', 'dalam', 'jumlah', 'banyak', 'yang', 'tidak', 'jelas', 'dari', 'mana', 'asal', 'usul', 'nya']","['takut', 'redenominasi', 'timbun', 'uang', 'usul']",takut redenominasi timbun uang usul,0,Negative
182,2025-11-12T02:42:11Z,@tijarfirmansyah,Masalahnya selalu disosialisasi bang,Masalahnya selalu disosialisasi bang,masalahnya selalu disosialisasi bang,masalahnya selalu disosialisasi bang,"['masalahnya', 'selalu', 'disosialisasi', 'bang']","['disosialisasi', 'bang']",disosialisasi bang,2,Positive
183,2025-11-12T02:41:48Z,@cicikooo,Saya setuju redenominasi apalagi kita lebih sering transaksi Qris jadi lebih aman,Saya setuju redenominasi apalagi kita lebih sering transaksi Qris jadi lebih aman,saya setuju redenominasi apalagi kita lebih sering transaksi qris jadi lebih aman,saya setuju redenominasi apalagi kita lebih sering transaksi qris jadi lebih aman,"['saya', 'setuju', 'redenominasi', 'apalagi', 'kita', 'lebih', 'sering', 'transaksi', 'qris', 'jadi', 'lebih', 'aman']","['setuju', 'redenominasi', 'transaksi', 'qris', 'aman']",setuju redenominasi transaksi qris aman,2,Positive
184,2025-11-12T02:41:43Z,@bandindia6134,"<b>SEBETULNYA &quot;LEBIH KE KURANG SETUJU&quot; SIH KEBIJAKAN YANG INI</b><br><b>1. RIBET, APALAGI KALO TUKAR KURS VALUTA ASING</b><br><b>2. TAKUTNYA JADI CELAH PEJABAT2 TERHORMAT KITA BUAT &quot;MAKAN&quot; DIMASALAH ADMINISTRATIF</b><br><b>TAPI TETAP SAJA SEMOGA KALOPUN TERJADI, KEBIJAKAN INI BISA MEMBANTU UNTUK PERBAIKAN NEGERI INI</b>",bSEBETULNYA quotLEBIH KE KURANG SETUJUquot SIH KEBIJAKAN YANG INIbbrb RIBET APALAGI KALO TUKAR KURS VALUTA ASINGbbrb TAKUTNYA JADI CELAH PEJABAT TERHORMAT KITA BUAT quotMAKANquot DIMASALAH ADMINISTRATIFbbrbTAPI TETAP SAJA SEMOGA KALOPUN TERJADI KEBIJAKAN INI BISA MEMBANTU UNTUK PERBAIKAN NEGERI INIb,bsebetulnya quotlebih ke kurang setujuquot sih kebijakan yang inibbrb ribet apalagi kalo tukar kurs valuta asingbbrb takutnya jadi celah pejabat terhormat kita buat quotmakanquot dimasalah administratifbbrbtapi tetap saja semoga kalopun terjadi kebijakan ini bisa membantu untuk perbaikan negeri inib,bsebetulnya quotlebih ke kurang setujuquot sih kebijakan yang inibbrb ribet apalagi kalau tukar kurs valuta asingbbrb takutnya jadi celah pejabat terhormat kita buat quotmakanquot dimasalah administratifbbrbtapi tetap saja semoga kalopun terjadi kebijakan ini bisa membantu untuk perbaikan negeri inib,"['bsebetulnya', 'quotlebih', 'ke', 'kurang', 'setujuquot', 'sih', 'kebijakan', 'yang', 'inibbrb', 'ribet', 'apalagi', 'kalau', 'tukar', 'kurs', 'valuta', 'asingbbrb', 'takutnya', 'jadi', 'celah', 'pejabat', 'terhormat', 'kita', 'buat', 'quotmakanquot', 'dimasalah', 'administratifbbrbtapi', 'tetap', 'saja', 'semoga', 'kalopun', 'terjadi', 'kebijakan', 'ini', 'bisa', 'membantu', 'untuk', 'perbaikan', 'negeri', 'inib']","['bsebetulnya', 'quotlebih', 'setujuquot', 'kebijakan', 'inibbrb', 'ribet', 'tukar', 'kurs', 'valuta', 'asingbbrb', 'takutnya', 'celah', 'pejabat', 'terhormat', 'quotmakanquot', 'dimasalah', 'administratifbbrbtapi', 'semoga', 'kalopun', 'kebijakan', 'membantu', 'perbaikan', 'negeri', 'inib']",bsebetulnya quotlebih setujuquot kebijakan inibbrb ribet tukar kurs valuta asingbbrb takutnya celah pejabat terhormat quotmakanquot dimasalah administratifbbrbtapi semoga kalopun kebijakan membantu perbaikan negeri inib,2,Positive
185,2025-11-12T02:41:08Z,@pdzak,Ngak ada beda...<br>1 Indonesian Rupiah 🇲🇨 =<br>0.000059871524 US Dollar🇺🇸<br><br>1 Ind Rupiah🇲🇨 # 1 US Dollar 🇺🇸 ❌️,Ngak ada bedabr Indonesian Rupiah  br US Dollarbrbr Ind Rupiah   US Dollar,ngak ada bedabr indonesian rupiah  br us dollarbrbr ind rupiah   us dollar,ngak ada bedabr indonesian rupiah br us dollarbrbr ind rupiah us dollar,"['ngak', 'ada', 'bedabr', 'indonesian', 'rupiah', 'br', 'us', 'dollarbrbr', 'ind', 'rupiah', 'us', 'dollar']","['ngak', 'bedabr', 'indonesian', 'rupiah', 'br', 'us', 'dollarbrbr', 'ind', 'rupiah', 'us', 'dollar']",ngak bedabr indonesian rupiah br us dollarbrbr ind rupiah us dollar,1,Neutral
186,2025-11-12T02:40:26Z,@gusionvenom5474,"sbelum redenominasi jg kaum&quot; muda sudah mulai menerapkan dr beberapa tahun lalu... contoh klo jualan di ksih harga 10K 12K 20K 50k,... untuk di terapkan ke depan jg gk bgitu canggung,.. saya rasa cukup mudah untuk menyesuaikan. klo saya pertama kali liat berita ini aku si yes.. bagus,.. di tambah cari cari tahu keuntunganya.. worth it si. toh yg ilang cuma receh&quot; 500 rupiah,.. udah bnyak di spelekan ya 500rupiah ilang aja gk masalah. apa lagi ini berkaitan dgn koruptor,.. tambah yesss 😄",sbelum redenominasi jg kaumquot muda sudah mulai menerapkan dr beberapa tahun lalu contoh klo jualan di ksih harga K K K k untuk di terapkan ke depan jg gk bgitu canggung saya rasa cukup mudah untuk menyesuaikan klo saya pertama kali liat berita ini aku si yes bagus di tambah cari cari tahu keuntunganya worth it si toh yg ilang cuma recehquot  rupiah udah bnyak di spelekan ya rupiah ilang aja gk masalah apa lagi ini berkaitan dgn koruptor tambah yesss,sbelum redenominasi jg kaumquot muda sudah mulai menerapkan dr beberapa tahun lalu contoh klo jualan di ksih harga k k k k untuk di terapkan ke depan jg gk bgitu canggung saya rasa cukup mudah untuk menyesuaikan klo saya pertama kali liat berita ini aku si yes bagus di tambah cari cari tahu keuntunganya worth it si toh yg ilang cuma recehquot  rupiah udah bnyak di spelekan ya rupiah ilang aja gk masalah apa lagi ini berkaitan dgn koruptor tambah yesss,sbelum redenominasi jg kaumquot muda sudah mulai menerapkan dr beberapa tahun lalu contoh klo jualan di ksih harga k k k k untuk di terapkan ke depan jg gk bgitu canggung saya rasa cukup mudah untuk menyesuaikan klo saya pertama kali liat berita ini aku si yes bagus di tambah cari cari tahu keuntunganya worth it si toh yang ilang cuma recehquot rupiah udah bnyak di spelekan ya rupiah ilang aja gk masalah apa lagi ini berkaitan dengan koruptor tambah yesss,"['sbelum', 'redenominasi', 'jg', 'kaumquot', 'muda', 'sudah', 'mulai', 'menerapkan', 'dr', 'beberapa', 'tahun', 'lalu', 'contoh', 'klo', 'jualan', 'di', 'ksih', 'harga', 'k', 'k', 'k', 'k', 'untuk', 'di', 'terapkan', 'ke', 'depan', 'jg', 'gk', 'bgitu', 'canggung', 'saya', 'rasa', 'cukup', 'mudah', 'untuk', 'menyesuaikan', 'klo', 'saya', 'pertama', 'kali', 'liat', 'berita', 'ini', 'aku', 'si', 'yes', 'bagus', 'di', 'tambah', 'cari', 'cari', 'tahu', 'keuntunganya', 'worth', 'it', 'si', 'toh', 'yang', 'ilang', 'cuma', 'recehquot', 'rupiah', 'udah', 'bnyak', 'di', 'spelekan', 'ya', 'rupiah', 'ilang', 'aja', 'gk', 'masalah', 'apa', 'lagi', 'ini', 'berkaitan', 'dengan', 'koruptor', 'tambah', 'yesss']","['sbelum', 'redenominasi', 'jg', 'kaumquot', 'muda', 'menerapkan', 'dr', 'contoh', 'klo', 'jualan', 'ksih', 'harga', 'k', 'k', 'k', 'k', 'terapkan', 'jg', 'bgitu', 'canggung', 'mudah', 'menyesuaikan', 'klo', 'kali', 'liat', 'berita', 'si', 'yes', 'bagus', 'cari', 'cari', 'keuntunganya', 'worth', 'si', 'ilang', 'recehquot', 'rupiah', 'udah', 'bnyak', 'spelekan', 'rupiah', 'ilang', 'aja', 'berkaitan', 'koruptor', 'yesss']",sbelum redenominasi jg kaumquot muda menerapkan dr contoh klo jualan ksih harga k k k k terapkan jg bgitu canggung mudah menyesuaikan klo kali liat berita si yes bagus cari cari keuntunganya worth si ilang recehquot rupiah udah bnyak spelekan rupiah ilang aja berkaitan koruptor yesss,2,Positive
